Regione;Provincia;Comune;Indirizzo;Categoria Patrimoniale;Codice bene;Codice compendio;Descrizione;Superficie Fondiaria area (MQ)
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"ZONA SACRA DEL SABOTINO snc";PATRIMONIO INDISPONIBILE;GO0223;GOB0309;"Terreno a bosco";1563
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"STRADA DI CASTEL S. MAURO snc";PATRIMONIO INDISPONIBILE;GO0224;GOB0309;"Terreno a bosco";615
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA BRIGATA SASSARI SNC";PATRIMONIO DISPONIBILE;GO0319;GOB0418;"BOSCO E INCOLTO";923
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"LOCALITÀ GROPPAI SNC";PATRIMONIO INDISPONIBILE;GO0325;GOB0443;"CASOTTO POMPA DI SOLLEVAMENTO";230
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA DEL MONTE CALVARIO snc";PATRIMONIO DISPONIBILE;GO0340;GOB0479;"RELITTO CORSO D'ACQUA";194
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA ENRICO FERMI -";PATRIMONIO DISPONIBILE;GO0354;GOB0493;"Terreno + porzione autostrada";60102
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA TRIESTE 361";PATRIMONIO INDISPONIBILE;GO0578;GOB0511;"AREA SCOPERTA CASERMA";37706,79
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA DEGLI EROI 0";PATRIMONIO DISPONIBILE;GO0590;GOB0524;"TERRENI EX FORTIFICAZIONE MILITARE";2110
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA DEGLI EROI 0";PATRIMONIO DISPONIBILE;GO0591;GOB0525;"TERRENI EX CORPO DI GUARDIA";5180
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA DEL CAMPOSANTO snc";PATRIMONIO DISPONIBILE;GO0593;GOB0527;"TERRENI EX FORTIFICAZIONE MILITARE";984
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"- -";PATRIMONIO DISPONIBILE;GO0603;GOB0546;"EX FORTIFICAZIONE PERMANENTE ""PIEDIMONTE DEL CALVARIO"" - C.C. PIEDIMONTE DEL CALVARIO";11929
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"- -";PATRIMONIO DISPONIBILE;GO0646;GOB0551;"TERRENI CC LUCINICO FG 4 PPCCNN 1804/1 (1/2 Q.P.) - 1804/8 - 1805/1 E FG 2 PPCCNN 1109/50 - 1109/51";8118
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"- -";PATRIMONIO DISPONIBILE;GO0611;GOB0556;"TERRENO IN QUOTA FG 6 MAPP 420/2 CC SANT'ANDREA PT 69 CT 1";173
FRIULI VENEZIA GIULIA;GORIZIA;GORIZIA;"VIA DEL MONTE CALVARIO -";DEMANIO STORICO ARTISTICO;GO0536;GOD0001;"MONUMENTO AI CADUTI";4201
FRIULI VENEZIA GIULIA;GORIZIA;GRADISCA D'ISONZO;"VIA DEL SAN MICHELE snc";PATRIMONIO DISPONIBILE;GO0318;GOB0417;"TERRENO EX GOLENA FIUME ISONZO";472,9
FRIULI VENEZIA GIULIA;GORIZIA;GRADISCA D'ISONZO;"VIA GORIZIA 42";PATRIMONIO DISPONIBILE;GO0548;GOB0503;"TERRENI E BUNKER INTERRATI EX SBARRAMENTO DIFENSIVO DI GRADISCA D'ISONZO";459
FRIULI VENEZIA GIULIA;GORIZIA;GRADISCA D'ISONZO;"Borgo Santa Maria Maddalena 37";PATRIMONIO DISPONIBILE;GO0617;GOB0537;"GIARDINO, TERRENO AGRICOLO E STRADA PRIVATA";2582
FRIULI VENEZIA GIULIA;GORIZIA;GRADISCA D'ISONZO;"Via Bidischini -";PATRIMONIO DISPONIBILE;GO0638;GOB0558;"ALIQUOTA EX SBARRAMENTO DIFENSIVO ""BORGO BIDISCHINI"" - BORGO BIDISCHINI";1092
FRIULI VENEZIA GIULIA;GORIZIA;GRADO;"-";PATRIMONIO DISPONIBILE;GO0446;GOB0335;"RELITTI DI BONIFICA";7360
FRIULI VENEZIA GIULIA;GORIZIA;GRADO;"BOSCAT -";PATRIMONIO DISPONIBILE;GO0507;GOB0445;"TERRENI EX RELITTI DI BONIFICA";35771
FRIULI VENEZIA GIULIA;GORIZIA;MARIANO DEL FRIULI;"VIA CORMONS SNC";PATRIMONIO DISPONIBILE;GO0328;GOB0449;"RELITTI TORRENTE VERSA";1925,33
FRIULI VENEZIA GIULIA;GORIZIA;MARIANO DEL FRIULI;"VIA CORMONS SNC";PATRIMONIO DISPONIBILE;GO0365;GOB0449;"RELITTI TORRENTE VERSA";541,94
FRIULI VENEZIA GIULIA;GORIZIA;MARIANO DEL FRIULI;"VIE DI ROMANS SNC";PATRIMONIO DISPONIBILE;GO0580;GOB0514;"TERRENI EX FORTIFICAZIONE MILITARE";3183
FRIULI VENEZIA GIULIA;GORIZIA;MARIANO DEL FRIULI;"VIA GORIZIA SNC";PATRIMONIO DISPONIBILE;GO0582;GOB0515;"TERRENI EX FORTIFICAZIONE MILITARE";880
FRIULI VENEZIA GIULIA;GORIZIA;MEDEA;"VIA DANTE SNC";PATRIMONIO DISPONIBILE;GO0322;GOB0437;"RELITTI EX TORRENTE VERSA";2205,07
FRIULI VENEZIA GIULIA;GORIZIA;MEDEA;"VIA TRIESTE SNC";PATRIMONIO DISPONIBILE;GO0366;GOB0437;"RELITTI EX TORRENTE VERSA";1517
FRIULI VENEZIA GIULIA;GORIZIA;MEDEA;"VIA TRIESTE SNC";PATRIMONIO DISPONIBILE;GO0367;GOB0437;"RELITTI EX TORRENTE VERSA";686
FRIULI VENEZIA GIULIA;GORIZIA;MEDEA;"snc";PATRIMONIO INDISPONIBILE;GO0570;GOB0508;"ARA PACIS MUNDI DI MEDEA - PERTINENZA";38043
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"VIA XXV APRILE -";PATRIMONIO DISPONIBILE;GO0320;GOB0424;"STRADA E MARCIAPIEDE";66,89
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"VIA GIUSEPPE PARINI -";PATRIMONIO DISPONIBILE;GO0357;GOB0424;"STRADA E GIARDINI";400,22
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"VIA TIMAVO 59";PATRIMONIO DISPONIBILE;GO0356;GOB0495;"TERRENO DEMANIALE CON COSTRUZIONE DI TERZI";10796,32
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"SALITA ALLA ROCCA snc";PATRIMONIO DISPONIBILE;GO0589;GOB0522;"TERRENI EX CORPO DI GUARDIA";21087
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"LOCALITA' PIETRAROSSA SN";PATRIMONIO DISPONIBILE;GO0588;GOB0523;"TERRENI EX SBARRAMENTO DIFENSIVO";6380
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"Via G. B. Cima -";PATRIMONIO DISPONIBILE;GO0607;GOB0535;"TERRENO FG 6 MAPP 288 CC SAN POLO PT 609 CT 1";75
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"Via Arrigo Boito snc";PATRIMONIO DISPONIBILE;GO0629;GOB0543;"EX ALVEO CANALE";117
FRIULI VENEZIA GIULIA;GORIZIA;MONFALCONE;"CC MONFALCONE -";PATRIMONIO DISPONIBILE;GO0602;GOB0545;"EX SBARRAMENTO DIFENSIVO ""CAVE DI SELZ"" - CC MONFALCONE";32614
FRIULI VENEZIA GIULIA;TRIESTE;MONRUPINO;"SR58 SNC";PATRIMONIO DISPONIBILE;TS0046;TSB0272;"PARTE DI STRADA E PIAZZALE SOSTA AUTOMEZZI - VALICO DI FRONTIERA";2830,49
FRIULI VENEZIA GIULIA;GORIZIA;MORARO;"VIA NUOVA SNC";PATRIMONIO DISPONIBILE;GO0329;GOB0453;"ARGINI TORRENTE VERSA";2826,2
FRIULI VENEZIA GIULIA;GORIZIA;MOSSA;". .";PATRIMONIO DISPONIBILE;GO0547;GOB0502;"EX SBARRAMENTO DIFENSIVO DI MOSSA - TERRENI E BUNKER";1887
FRIULI VENEZIA GIULIA;GORIZIA;MOSSA;"VIA BLANCHIS SNC";PATRIMONIO DISPONIBILE;GO0592;GOB0526;"TERRENI EX FORTIFICAZIONE MILITARE";7002
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"STRADA COM. PER LAZZARETTO SNC";PATRIMONIO INDISPONIBILE;TS0147;TSB0043;"PARCHEGGIO";1870
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"VIA DI MONTE D'ORO 92";PATRIMONIO DISPONIBILE;TS0151;TSB0178;"TERRENI IN COMUNE DI MUGGIA";667
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"Via Monte D'Oro -";PATRIMONIO DISPONIBILE;TS0499;TSB0178;"STRADA PUBBLICA IN COMUNE DI MUGGIA";2800
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"VIA DI STRAMARE SNC";PATRIMONIO DISPONIBILE;TS0037;TSB0213;"TERRENO DEMANIALE CON COSTRUZIONE DI TERZI";15620,48
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"VIALE XXV APRILE -";PATRIMONIO DISPONIBILE;TS0052;TSB0287;"PARTI DI STRADE E AREE CORTILIZIE";2342
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"Via Flavia di Stramare -";PATRIMONIO DISPONIBILE;TS0500;TSB0319;"PIAZZALE";5884
FRIULI VENEZIA GIULIA;TRIESTE;MUGGIA;"STRADA PROVINCIALE 14 -";PATRIMONIO DISPONIBILE;TS0120;TSB0469;"TERRENO C.C. VALLE S. BORTOLO FG. 1 P.C.N. 2429/6";1629
FRIULI VENEZIA GIULIA;GORIZIA;ROMANS D'ISONZO;"VIA FRATELLI ROSSELLI snc";PATRIMONIO DISPONIBILE;GO0584;GOB0518;"TERRENI EX SBARRAMENTO DIFENSIVO";7373
FRIULI VENEZIA GIULIA;GORIZIA;RONCHI DEI LEGIONARI;"Via del Carso 1";PATRIMONIO DISPONIBILE;GO0634;GOB0544;"EX SBARRAMENTO DIFENSIVO ""CAVE DI SELZ"" - C.C. DI VERMEGLIANO";27249
FRIULI VENEZIA GIULIA;GORIZIA;SAGRADO;"VIA PETEANO 2";PATRIMONIO DISPONIBILE;GO0352;GOB0491;"BOSCO - EX DEPOSITO MUNIZIONI";549637,74
FRIULI VENEZIA GIULIA;GORIZIA;SAGRADO;"VIA ZONA SACRA SNC";DEMANIO STORICO ARTISTICO;GO0392;GOD0006;"ZONA SACRA DEL S.MICHELE";205929
FRIULI VENEZIA GIULIA;GORIZIA;SAN CANZIAN D'ISONZO;"VIA DELLE BATTERIE snc";PATRIMONIO DISPONIBILE;GO0556;GOB0509;"TERRENI EX BATTERIA MILITARE";3510
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"VIA DI MONTE D'ORO SNC";PATRIMONIO DISPONIBILE;TS0032;TSB0178;"TERRENI IN COMUNE DI SAN DORLIGO DELLA VALLE";1520
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"LOCALITÀ PREBENICO SNC";PATRIMONIO DISPONIBILE;TS0077;TSB0355;"TERRENO ALL'EX VALICO DI SAN SERVOLO (EX GARITTA G.D.F. ORA DEMOLITA)";224
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"SP 11 SNC";PATRIMONIO DISPONIBILE;TS0080;TSB0360;"EX EDIFICIO CONTROLLO DOGANA";102,73
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"ZONA INDUSTRIALE -";PATRIMONIO INDISPONIBILE;TS0261;TSB0370;"FOGNATURA ZONA SUD ES - III LOTTO";180
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"VIA DI ZAULE -";PATRIMONIO DISPONIBILE;TS0262;TSB0372;"AREA COPERTA DEL TORRENTE S.ANTONIO";9845
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"FRAZIONE DOMIO -";PATRIMONIO DISPONIBILE;TS0263;TSB0372;"PARTE S.DORLIGO DEL TORRENTE S.ANTONIO";2014
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"LOCALITÀ MATTONAIA -";PATRIMONIO DISPONIBILE;TS0142;TSB0442;"TERRENO FG 19 PCT 333";687,88
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"LOCALITÀ LACOTISCE -";PATRIMONIO DISPONIBILE;TS0149;TSB0442;"TERRENO FG 2 PPCCT 640 - 643 - 646 - 647";1477,85
FRIULI VENEZIA GIULIA;TRIESTE;SAN DORLIGO DELLA VALLE;"LOCALITA' BAGNOLI DELLA ROSANRA -";PATRIMONIO DISPONIBILE;TS0488;TSB0562;"TERRENO (1/3 QUOTA PROPRIETA') CC BAGNOLI DELLA ROSANDRA FG 2 PCN 692";813
FRIULI VENEZIA GIULIA;GORIZIA;SAN FLORIANO DEL COLLIO;"LocalitÃš Giasbana -";PATRIMONIO DISPONIBILE;GO0595;GOB0314;"AREA SCOPERTA";1161,89
FRIULI VENEZIA GIULIA;GORIZIA;SAN FLORIANO DEL COLLIO;"- -";PATRIMONIO DISPONIBILE;GO0622;GOB0541;"QUARTA PARTE INDIVISA BOSCO COLLINARE";2568
FRIULI VENEZIA GIULIA;GORIZIA;SAN LORENZO ISONTINO;"LATERALE DI VIA GABRIELE D'ANNUNZIO SNC";PATRIMONIO DISPONIBILE;GO0586;GOB0519;"TERRENI E BUNKER INTERRATI EX SBARRAMENTO DIFENSIVO DI SAN LORENZO ISONTINO";701
FRIULI VENEZIA GIULIA;GORIZIA;SAVOGNA D'ISONZO;"VIA A. GREGORIO snc";PATRIMONIO DISPONIBILE;GO0355;GOB0494;"Porzione di raccordo autostradale";4156,3
FRIULI VENEZIA GIULIA;GORIZIA;SAVOGNA D'ISONZO;"SAN MICHELE DEL CARSO 0";PATRIMONIO DISPONIBILE;GO0549;GOB0504;"TERRENI E BUNKER INTERRATI EX FORTIFICAZIONE PERMANENTE DENOMINATA SAN MICHELE DEL CARSO MAPP. 1398/";1257
FRIULI VENEZIA GIULIA;GORIZIA;SAVOGNA D'ISONZO;"VIA CARABINIERI CADUTI DI PETEANO snc";PATRIMONIO DISPONIBILE;GO0550;GOB0505;"TERRENI E BUNKER INTERRATI EX SBARRAMENTO DIFENSIVO DI CASTEL RUBBIA";4235
FRIULI VENEZIA GIULIA;GORIZIA;SAVOGNA D'ISONZO;"snc";PATRIMONIO DISPONIBILE;GO0583;GOB0517;"TERRENI E BUNKER INTERRATI EX FORTIFICAZIONE PERMANENTE DENOMINATA SAN MICHELE DEL CARSO";16577
FRIULI VENEZIA GIULIA;TRIESTE;SGONICO;"C.C. SALES 0";PATRIMONIO DISPONIBILE;TS0388;TSB0508;"TERRENO";7612
FRIULI VENEZIA GIULIA;TRIESTE;SGONICO;"LocalitÃš Sales -";PATRIMONIO DISPONIBILE;TS0475;TSB0554;"TERRENO PCN 1492 DEL FG 3 IN CC DI SALES";2064
FRIULI VENEZIA GIULIA;TRIESTE;SGONICO;"LocalitÃš Sales -";PATRIMONIO DISPONIBILE;TS0476;TSB0554;"TERRENO PCN 1493 DEL FG 3 IN CC DI SALES";58
FRIULI VENEZIA GIULIA;TRIESTE;SGONICO;"- -";PATRIMONIO DISPONIBILE;TS0486;TSB0560;"TERRENI (1/2 Q.P.) - CC SALES FG 3 PPCCNN 713 - 747 - 748";8729
FRIULI VENEZIA GIULIA;TRIESTE;SGONICO;"LocalitÃš Sales -";PATRIMONIO DISPONIBILE;TS0487;TSB0561;"TERRENI (1/2 Q.P.) - CC SALES FG 4 PPCCNN 670 - 671";1180
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃš Banne 57";PATRIMONIO DISPONIBILE;TS0513;TSB0049;"AREA GRANDE TRASFORMAZIONE";150037
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃš Banne 57";PATRIMONIO DISPONIBILE;TS0514;TSB0049;"TERRENI E CASA DEL FATTORE";20492
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃš Banne 57";PATRIMONIO DISPONIBILE;TS0515;TSB0049;"AREA BOSCATA - NON GRANDE TRASFORMAZIONE";343594
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via di Basovizza 21";PATRIMONIO INDISPONIBILE;TS0483;TSB0149;"FOGLIO 18 PARTICELLA 899/6";441
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA VIDACOVICH 7";PATRIMONIO DISPONIBILE;TS0030;TSB0169;"EX SCUDERIA MILITARE";947
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA DEL ROSARIO 2";PATRIMONIO INDISPONIBILE;TS0038;TSB0214;"ZONA DI RISPETTO DEL TEATRO ROMANO";1028,1
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA DEL TEATRO ROMANO 6";PATRIMONIO INDISPONIBILE;TS0206;TSB0232;"AREA DA COSTRUZIONE - VIA POZZACCHERA 5";280
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LIPICA -";PATRIMONIO DISPONIBILE;TS0390;TSB0340;"TERRENO C.C. BASOVIZZA FG. 8 MAPP. 1752/33";1374
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA FLAVIA SNC";PATRIMONIO DISPONIBILE;TS0086;TSB0379;"TERRENO INCOLTO E PIAZZALE";2588,07
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA FLAVIA 53";PATRIMONIO DISPONIBILE;TS0090;TSB0394;"ALVEO COPERTO DEL TORRENTE POSAR - C.C. S.M.M.INFERIORE";6376
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"SS 202                      TARVISIANA";PATRIMONIO INDISPONIBILE;TS0092;TSB0400;"CAMPO SPORTIVO MILITARE";7388
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA DEI PORTA 84";PATRIMONIO DISPONIBILE;TS0097;TSB0409;"GIARDINO ARBORATO";55,75
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIALE MIRAMARE  3";PATRIMONIO DISPONIBILE;TS0101;TSB0413;"TERRAPIENO CON PINETA E PIAZZALE";28936
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA GIOVANNI CABOTO 8";PATRIMONIO DISPONIBILE;TS0314;TSB0479;"TERRENI IN ZONA INDUSTRIALE";734
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"STRADA PROVINCIALE DEL CARSO SN";PATRIMONIO INDISPONIBILE;TS0374;TSB0497;"CIMITERO MILITARE AUSTRO-UNGARICO DI PROSECCO";3867
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA DELLE ZUDECCHE 5 - 7";PATRIMONIO DISPONIBILE;TS0370;TSB0498;"GIARDINO PARIFICATO ORTO";289
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA HOLLAN  10";PATRIMONIO DISPONIBILE;TS0384;TSB0500;"TERRENI";3720
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LOCALITA' GROPADA SNC";PATRIMONIO DISPONIBILE;TS0399;TSB0519;"AREA SEDIME EX BATTERIA CONTRAEREA DI M.TE GAIA - C.C. GROPADA FG. 4 MAPP. 124/127";3933
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"VIA DI MONRUPINO SNC";PATRIMONIO DISPONIBILE;TS0408;TSB0527;"TERRENO FOGLIO 6 PARTICELLA 3330/1 DI 516 MQ PROPRIETA' IN QUOTA DI 1/12";516
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Strada di Guardiella -";PATRIMONIO DISPONIBILE;TS0409;TSB0528;"TERRENO C.C. GUARDIELLA FG 17 PCN 2981";186
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃš Contovello -";PATRIMONIO DISPONIBILE;TS0469;TSB0549;"TERRENO P.C.N. 2542/1 DEL FG. 1 IN COMUNE CENSUARIO DI CONTOVELLO";240
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃš Contovello -";PATRIMONIO DISPONIBILE;TS0470;TSB0549;"TERRENO P.C.N. 2542/2 DEL FG. 1 IN COMUNE CENSUARIO DI CONTOVELLO";120
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃ¸Âš Contovello -";PATRIMONIO DISPONIBILE;TS0473;TSB0551;"TERRENO P.C.N. 2808 DEL FG. 4 IN COMUNE CENSUARIO DI CONTOVELLO";1000
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"NON DEFINITO 0";PATRIMONIO DISPONIBILE;TS0448;TSB0552;"TERRENI IN C.C. DI OPICINA";386
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Giovanni E Sebastiano Caboto 18/1";PATRIMONIO DISPONIBILE;TS0474;TSB0553;"TERRENO P.C.N. 3571/5 DEL FG. 27 IN C.C. DI S.M.M.INFERIORE IN PROSSIMITA' DI VIA CABOTO 18/1";1917
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Basovizza -";PATRIMONIO DISPONIBILE;TS0495;TSB0564;"1 TERRENI IN C.C. SANTA MARIA MADDALENA INFERIORE";2590
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Igo Gruden 64";PATRIMONIO DISPONIBILE;TS0497;TSB0565;"3 TERRENI A TRIESTE IN C.C. DI BASOVIZZA";8348
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Strada Nuova per Opicina 16";PATRIMONIO DISPONIBILE;TS0501;TSB0566;"TERRENO BOSCATO IN STRADA NUOVA PER OPICINA SNC";192
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Strada Nuova per Opicina 16";PATRIMONIO DISPONIBILE;TS0502;TSB0566;"TERRENO IN STRADA NUOVA PER OPICINA 16";397
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"STRADA DI FIUME 92";PATRIMONIO DISPONIBILE;TS0418;TSB0567;"TERRENO IN QUOTA IN CC ROZZOL";230
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Strada di Fiume 92";PATRIMONIO DISPONIBILE;TS0503;TSB0567;"TERRENI IN PIENA PROPRIETA'";496
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Basovizza 252";PATRIMONIO DISPONIBILE;TS0494;TSB0570;"TERRENO P.LLA 329/2";345
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃš Contovello -";PATRIMONIO DISPONIBILE;TS0511;TSB0572;"3 TERRENI A TRIESTE IN C.C. DI CONTOVELLO MAPPALI 1529, 1535 E 1064";1030
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LOCALITA PROSECCO snc";PATRIMONIO DISPONIBILE;TS0512;TSB0573;"1 TERRENO A TRIESTE IN C.C. DI PROSECCO";240
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Strada Costiera 6";PATRIMONIO INDISPONIBILE;TS0517;TSB0574;"COMPENDIO NEI PRESSI DEL CASTELLO DI MIRAMARE";4043
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via dei Baiardi 38";PATRIMONIO DISPONIBILE;TS0518;TSB0575;"ORTI E PASCOLI";2304
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Flavia -";PATRIMONIO DISPONIBILE;TS0525;TSB0579;"TERRENO SEDE DI FERROVIA";2458
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via del Farnetello -";PATRIMONIO DISPONIBILE;TS0417;TSB0580;"TERRENI IN QUOTA CC GUARDIELLA";470
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Strada del Friuli -";PATRIMONIO DISPONIBILE;TS0526;TSB0581;"7 TERRENI A BARCOLA (TS)";2066
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"LocalitÃ¸Âš Contovello -";PATRIMONIO DISPONIBILE;TS0527;TSB0582;"TERRENI CC CONTOVELLO FG 10 PPCCNN 571 - 572";109
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Giovanni Berchet 37";PATRIMONIO DISPONIBILE;TS0528;TSB0583;"TERRENI CC GUARDIELLA FG 7 PPCCNN 701/1-701/3 IN VIA GIOVANNI BERCHET 37";134
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Bellosguardo 32";PATRIMONIO DISPONIBILE;TS0540;TSB0584;"AREA VERDE - CORTILE CONDOMINIALE";1409
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Tigor 21/2";PATRIMONIO DISPONIBILE;TS0541;TSB0585;"CORTILE CONDOMINIALE";1508
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via Santi Martiri -";PATRIMONIO DISPONIBILE;TS0539;TSB0586;"AREA DI COSTRUZIONE - MARCIAPIEDE";60
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via del Molino a Vento 10";PATRIMONIO DISPONIBILE;TS0537;TSB0588;"FABBRICATO ACCESSORIO ADIBITO A CANTINE VIA DEL MOLINO A VENTO 10";160
FRIULI VENEZIA GIULIA;TRIESTE;TRIESTE;"Via delle Settefontane 50";PATRIMONIO DISPONIBILE;TS0536;TSB0589;"AREE ESTERNE DI PERTINENZA E MARCIAPIEDI";1018
LAZIO;VITERBO;ACQUAPENDENTE;"TORRE ALFINA -";PATRIMONIO INDISPONIBILE;VT0432;VTR0032;"TORRE ALFINA  MINIERA VAPORI E GAS";4040
LAZIO;ROMA;AGOSTA;"S.R. SUBLACENSE KM 8,500 -";PATRIMONIO DISPONIBILE;RM1593;RMB1516;"TERRENO IN AGOSTA";908
LAZIO;ROMA;AGOSTA;"S.R. 411 SNC";PATRIMONIO DISPONIBILE;RM2470;RMB1779;"TERRENI EX FERROVIA MANDELA-SUBIACO";2952
LAZIO;ROMA;ALBANO LAZIALE;"VIA ANFITEATRO ROMANO 40";DEMANIO STORICO ARTISTICO;RM1814;RMD0034;"ANFITEATRO ROMANO DI DOMIZIANO - VIA ANFITEATRO ROMANO N. 40";11620
LAZIO;ROMA;ALBANO LAZIALE;"VIA CASTRO PRETORIO 4";DEMANIO STORICO ARTISTICO;RM2042;RMD0335;"RESTI ANTICHI II LEGIONE PARTHICA - VIA CASTRO PRETORIO - ALBANO LAZIALE";1250
LAZIO;ROMA;ANZIO;"VIA DEL PORTO NERONIANO 62";PATRIMONIO INDISPONIBILE;RM0792;RMB0446;"COMUNE DI ANZIO-CANTIERE DEL GENIO CIVILE , FOSSE BIOLOGICHE E GIARDINO TRA VIA DEL PORTO NERONIANO";298
LAZIO;ROMA;ANZIO;"STRADA DELLE 5 MIGLIA  -";PATRIMONIO DISPONIBILE;RM1336;RMB1157;"RELITTO DI TERRENO";230
LAZIO;ROMA;ANZIO;"VIA NETTUNENSE 429";PATRIMONIO INDISPONIBILE;RM1419;RMB1265;"CIMITERO GUERRA BRITANNICO - BEACH HEAD WAR CEMENTERY - VIA NETTUNENSE N. 429";9052,5
LAZIO;ROMA;ANZIO;"VIA NETTUNENSE 437";PATRIMONIO INDISPONIBILE;RM1420;RMB1266;"CIMITERO GUERRA BRITANNICO - BEACH HEAD WAR CEMENTERY - INGRESSO PRINCIPALE VIA NETTUNENSE N. 429 -";424
